video,laughter_start,laughter_end,laughter_value,start_segment_s,end_segment_s,start_segment_frame,end_segment_frame,number_of_words,list_of_words_separated_by_spaces
CristelaAlonza2,217,220,2,208,217,6241,6510,31,getskidnappedhersecretagentdadcomesandsavesherit'sabadthingdoimagineeverybodyinthisroomgotkidnappedandyouhavetorelyonyourrealdad
CristelaAlonza2,228,229,2,220,228,6601,6840,23,IneverevenmetmydadhadtorelyonmyMexicanimmigrantmothertogetthatphonecallyouknowneeda
CristelaAlonza2,234,236,2,229,234,6871,7020,17,Idon'tknowwhoyouareIdon'tknowwhatyouareyouareandsomewho
CristelaAlonza2,237,238,2,236,237,7081,7110,0,
CristelaAlonza2,249,257,2,238,249,7141,7470,31,butIknowtheparticularsGailI'mgoingtotakethebustoEuropeI'mgonnagetaminimumwagejobandI'mgoingtocookandcleanforyouthank
CristelaAlonza2,285,285,2,257,285,7711,8550,93,beentravelingalotlatelyIwasrecentlyinOaklandandafriendofminesaidflowerstocongratulatemeonthingIdoknowwhattodowiththeflowerswhenIleftlikedoubtyousupposedtotravelwiththemdoyouthrowthemawaywidesoasmyboyfriendandhewaslikeI'lljustgivetheflowerstothemaidwhookaywhatifthere'smorethanonemayIwouldjustgiveeachmadearosewhatthehellisthattheMexicanbachelorlikeoneofmy
CristelaAlonza2,288,289,2,285,288,8551,8640,7,myideaIlovethewayyou
CristelaAlonza2,293,297,2,289,293,8671,8790,14,itwascomfortableIsleptinitforeighthoursthatyougeta
DamonWayans1,22,24,1,0,22,1,660,71,I'magrandfathernowseveraltimesoverandI'mI'mreallywantahappybecauseit'sthebestwaytoparentyouknowmeIthinkIfinallyfigureditoutlikemygranddaughteristonowshe'sgoingtoterribletwosandwhatshedoesifyoucomebymyhouseandjustknockstuffoverandshe'sdifferentyoulookatmewhenshedoesitmakeyougo
DamonWayans1,35,36,1,24,35,721,1050,16,andtheEmmydon'tdothatdon'tdoitAmywellnowandyouknowI
DamonWayans1,89,90,1,36,89,1081,2670,128,toMEeverygovernmentinininscaresherandsokidsIrealizedthattheyrespondtosillyvoicesandhappysongsoImadeupthislittlesonglikethismewellnotthatthatwouldimpactrepeatthisupandputitbackupflittedbacksopollutedthatyouwouldbigdataandputitbackupmoveitbacklikehelovedthelordandIhaveagrandsongrandsonsadifferentbecausegirlsaresensitiveyougottawatchhowyouplaywithhimsoItookmygrandsontothemallandwewalkintothemallandIfartinhishandhadtofartnotjusteatenhishandwenthethoughtitwasthefunniestthingononeside
DamonWayans1,96,97,1,90,96,2701,2880,16,itwaslikelookIneedtogetsomeChinesewhodidnotkeepdoingit
DamonWayans1,149,150,1,97,149,2911,4470,112,I'mgoingtobeplentytodothistomygranddaughtersoweworkatthemallandIpartnerhimtogoawayallwellandshejustfallsdownit'sstoredcryinginthemiddleMikesnortedagainhadtowasChinesefoodandthissosensitivelikelittlegirlsyouknowandandthatthingistheytheyplayfordifferentlikemygranddaughterwhenshesaystherePapaI'mgonnabeaprincessisalwayssosweetyouknoworhaveateapartymygrandsonifhesayslookPapathatmeanshe'sontopoftherulesbutnakedabouttojumpintotheempty
DamonWayans1,219,221,1,150,219,4501,6570,221,theydidplaydifferentsomefiftyfournownomoonandwonderingwheredidlifegoyouknowandIitandthinkaboutlifeislikearollercoasterridesuitsyouthinkyou'vefiguredthisoutit'soveryouknowyouforgetarollercoasterrideyouthinkyouknoweverythingstrappyanytoyoukeepyourheaddowntaketoheadoffdon'tspeaklikedon'ttellmehowtowrapmyrackI'mIwouldbeanastronautonedividealotgetactivelaughechowhatdowellImeanvisibleinastrappynowokayandintoRiley'sdecisionpinkpinkpinktakethisalluphillandaslowbatongoodhappensittoyouturntwentyoneit'sjustmorerulestheytoyoucareflyyoucan'tseetoowellbutyouwaitedvisibleyoucouldn'tIthinkduckbetdidyoukeepgoingyougotoreappearreadingyourvoicedustedshouldn'tthenyougetmorerulesyoucan'tsmokedopeinyourmama'shouseyoucanhavesexwiththeneighborhoodnextbilleventhoughshewanttogiveyousojustmorerulesanddidyoucomeupwitheveryageandyoulookoutandistwentyonethat'sallyoureyesandaratisbestlet
DamonWayans1,239,240,1,221,239,6631,7170,59,dowhatyouwantwhenyouwanttodoitallthetimelightpartiesdrugssex%HESITATIONvenerealdiseasewhatthehellisthiswhenyougototheirfirstturnhardresponsibilitieswegotreallyyougotgasbillelectricbillstudentloansIguesswouldyouweighnoaskednotyoutoodumbtobean
DamonWayans1,267,269,1,240,267,7201,8010,74,yeaheurobusdriverandinaridegoesintotheirfirstlookwhenyoucomeoutnotgetdirtymarriedtosomechickyoucastandyougotkidsyoudowantbillsyoucan'tpaystudentloanjustpilingupwhenyoudon'tknowwhattodobutrideeccentricroommegoingtoanotherwhobecomeoutnowyoudivorcedfortyyearsolderkidshateseeingyoustillgotstudentloans
DamonWayans1,299,300,0,269,299,8071,8970,100,thisthehalfwaypointintheroundherewestarttofeelqueasyjustoneHeyastopthereIhateitpicksuptherouteIwantyoutorideslowsdownbutthat'sreallyyourmetabolismtoslowitdownastarttoseeifthatmovesinherecouldyouworryaboutwhatyougoingonisrightbackwardsinlifeandthenyougointoabackwoodsloopyoucomeoutnotyetfiftyfiveyougotbunionsonyourfeetApollobiggoaskpublicpeoplemisinterpretthedauntingyoustillgotstudentloans
DanSoder,9,11,1,0,9,1,270,24,youguysknowaboutmeIamtwentynineyearsoldandIamofficiallyapart%HESITATIONmoonworsegenerationofallTara
DanSoder,17,18,1,11,17,331,510,12,itseriouslyifyou'reunderthirtyyouandIareslowlyruining
DanSoder,20,22,1,18,20,541,600,4,weruinedthetap
DanSoder,29,31,1,22,29,661,870,17,ifyou'reawhiteguyundertwentyfiveyou'recoveredintattoosI'mprobablynotafraidof
DanSoder,38,39,0,31,38,931,1140,18,that'snothowthat'smostworkifyou'reoverseventyinEuropetattoosIamterrifiedofme
DanSoder,43,46,0,39,43,1171,1290,11,withafadedAnkaraspornothankyouthat'samanthat's
DanSoder,51,52,0,46,51,1381,1530,13,beafraidofsomenineteenyearoldarmcoveredinseaweedtattoos
DanSoder,56,58,0,52,56,1561,1680,9,toexplainwhat'sonhisbodywelllife'sa
DanSoder,62,63,0,58,62,1741,1860,6,andthat'swhytheCouleefish
DanSoder,68,76,0,63,68,1891,2040,8,itsymbolizespeaceshutupCalebnoone
DanSoder,94,95,0,76,94,2281,2820,46,agreebutyouhavenobutmybackstoryIamtheproductofasingleparentandwheneveritsaidlikethatalwaysmeansinglemomalwaysbecausenoone****aboutbeingraisedbyasingledeathyoucanhititlookssomuchfun
DanSoder,99,101,1,95,99,2851,2970,9,thehouseyougettoeatwafflesfordinner
DanSoder,104,106,1,101,104,3031,3120,12,aschoolnightyou'rebasicallyjustlikeaminiwingmanthewhole
DanSoder,111,113,1,106,111,3181,3330,14,takesyououtasIdosocutesopopcangetsomestrange
DanSoder,122,123,1,113,122,3391,3660,26,whatwereyourheadsthatoldmanIwasraisedbyasinglemomwhichbasicallymeant%HESITATIONIruinedmostoftheeightiesforher
DanSoder,128,132,1,123,128,3691,3840,20,knowadatingwaswasfivemymomstarteddatingsomeguywouldcomeovertothecoolnewroommate
DanSoder,138,140,1,132,138,3961,4140,16,butthosesevendoesagrizzledveteranIwastheoneansweringthedoorsmokinga
DanSoder,144,145,1,140,144,4201,4320,12,justdon'tcallitlightsupchiefyouherefortheold
DanSoder,146,148,1,145,146,4351,4380,0,
DanSoder,154,161,1,148,154,4441,4620,14,quicksecretyouBonnieninjaturtletoyI'llgogetlostthatgaragefor
DanSoder,179,180,1,158,179,4741,5370,56,andalotoffreetoysitwasawesome%HESITATIONcurrentlyliveinNewYorkCitywhichisayeahyouknowit'sthereIbelieveinEuropeaboutsixyearsnowwerefirstmovedhereatahugefearofyougetloggedconstantlylikeeverytimeIleftthehousewaslikeherecomes
DanSoder,167,158,1,161,167,4831,5010,17,andalotoffreetoysitwasawesome%HESITATIONcurrentlyliveinNewYorkCitywhich
DanSoder,181,182,1,180,181,5401,5430,2,gonnatake
DanSoder,192,195,1,182,192,5461,5760,33,IgotovermyfearbecauseIlearnedatrickandnowusethistrickallthetimewheneverIthinksomeonemighttrytobeatmeupamugmeallI
DanSoder,209,218,1,195,209,5851,6270,30,you'rewelcomeit'sgeniusI'llbewalkinghomelateatnightdangerouslookingthugswalkeduptomelikeyouknowmeyourneighborhoodyourrentyouthinkthisbug
DanSoder,219,222,1,218,219,6541,6570,1,people
DanSoder,236,237,2,222,236,6661,7080,43,I'msoscaredofthembutIguaranteeyouofallwaslostdangerouslylostthereisnowayoutafterrushingfordirectionsjustrealquicklikeSirhelpmepleasehelpmehowdowegettothesubwayDassaultboy
DanSoder,243,246,2,237,243,7111,7290,6,workedownsthreetoburncoal
EmilyGalati,9,10,2,0,9,1,270,26,rightfriendcalledmetheotherdayshe'safamilyseemtohavemybabyathomeyeahassumingIhaveahomebirthitis
EmilyGalati,14,17,2,10,14,301,420,10,thatisadisgustingwaytolooseyoursecuritydeposit
EmilyGalati,25,27,2,17,25,511,750,18,andthatisaverydifficultsayingtoexplainjustlike%HESITATIONitwasdeliverynottosure
EmilyGalati,31,32,2,27,31,811,930,13,Ihaveakidmyselfonaprettybigfanofbirthcontrol
EmilyGalati,48,54,2,32,48,961,1440,39,andiftherewassomereallikebirthcontrolisagainstmyreligionit'sagainstmyreligionI'mlikereallyareyouareyouseriouslikeseriouslyzeroslammingGazanotgettingpregnantisn'ttheonlythingIpray
EmilyGalati,60,61,2,54,60,1621,1800,12,IgotochurchonChristmasandEasterandweeksI'mlights
EmilyGalati,69,71,2,61,69,1831,2070,21,yeahthey'relikeittakeitwellyou'regoingtohandlewellthatsoundswaybetterthanwatchingfrozentwothousand
EmilyGalati,89,90,2,71,89,2131,2670,35,Idon'tbelieveinabstinenceIdon'tplayitisit'smyfavoriteChristianargumentIloveitandit'stimetoliketagstayavirginyou'llnevergetpregnant%HESITATIONvatsisinaccurate
EmilyGalati,94,97,2,90,94,2701,2820,3,isn'titChristians
EmilyGalati,104,105,2,97,104,2911,3120,12,untilhegetsahundredpercenteffectivewellthensomeone'sroundingup
EmilyGalati,109,111,2,105,109,3151,3270,9,okayabsencefailswhenitfailsit'scalledChristmas
EmilyGalati,116,117,2,111,116,3331,3480,9,nowweexchangegiftsonabsentspellyourday
EmilyGalati,126,127,2,117,126,3511,3780,32,notthatintoJesusifyouhappenifit'sagoodideastrawisniceparentsprobablyjustmeIjustdon'tthinkisthatdifferentfromeveryguyI'veeverdated
EmilyGalati,130,131,2,127,130,3811,3900,7,similarragstodogoingheresome
EmilyGalati,136,142,2,131,136,3931,4080,9,yeahIhopeyou'recoolwithallmyrules
EmilyGalati,146,147,2,142,146,4261,4380,11,theyreallydouseuswegottagotoyourplace
EmilyGalati,151,154,2,147,151,4411,4530,9,therearejustsomanypicturesofyourmom
EmilyGalati,157,158,2,154,157,4621,4710,6,ImeanIlikethatone
EmilyGalati,171,179,2,158,171,4741,5130,17,can'tmakefunofJesushe'scomingbackandJesuspromisesasecondcomingyeaheveryguy
EmilyGalati,192,193,2,179,192,5371,5760,31,mymom'sprettyawesomehe'samazing%HESITATIONwithmybirthdaythisyearshegotmeisreallyexpensivecrystalwineglassesandIlikemomIdon'tdrinkwinefromglasses
EmilyGalati,195,196,2,193,195,5791,5850,5,lyingcomesitsownglass
EmilyGalati,198,200,2,196,198,5881,5940,2,abox
EmilyGalati,203,205,2,200,203,6001,6090,3,soI'msingle
EmilyGalati,210,211,2,205,210,6151,6300,15,Idoagreethatbreakuplastyear%HESITATIONyeahlet'stalkaboutitokay
EmilyGalati,220,221,2,211,220,6331,6600,24,AbiturlivingtogetherhemovedoutthenhewaitedtillIwantadsnowsnuckbackintotheapartmentandstoletheinternetmodem
EmilyGalati,225,226,2,221,225,6631,6750,12,don'tjusttakeapartmypantieslikeanormalcrazyexboyfriend
EmilyGalati,229,230,2,226,229,6781,6870,11,whostealsamodemandIhadoneplacestoleit
EmilyGalati,236,237,2,230,236,6901,7080,17,Ididn'tknowwhattodosoIcalledthecopsandthey'relikewedon'tcare
EmilyGalati,246,248,2,237,246,7111,7380,27,therelikeyourealizetherearepeoplebeingmurderedandIsaidIdorealizethat'sI'mcallingtoaskifIcanhaveoneoftheir
EmilyGalati,263,264,2,248,263,7441,7890,44,twoweeksyouguysaregoingtoendattwowholeweeksaswelleverydayonthephonewiththecablecompaniesaheadIneedinternetandthey'reliketechnicalyouhaveinternetatyourapartmentsokay%HESITATIONthenI'mgonnaneedmoreinternet
EmilyGalati,274,275,2,264,274,7921,8220,27,andthey'relikebutyouhaveinternetnonoIdonotyourinternetitcomestomywallIneedtogetitoutofmy
EmilyGalati,279,281,2,275,279,8251,8370,16,andnowIcanreturntripeverytriedduringthewalloffandturnitback
EmilyGalati,292,296,2,281,292,8431,8760,33,aweirdfirewhileyoucan'tgetbysurelikemaybeyouhavesomesortofcrazypornvirussolikeIdohaveapornvirusittookmygoddamnmodem
EmilyHeller1,16,17,1,0,16,1,480,45,yeahownerlookingwellsittingformysisterrightnowandIwanttosharewithyouIjustlearnedofthecraziestthingabouthousesittingdidyouguysknowthatwhenyouarehousesittingyouarenotsupposedtobreaktheirstuff
EmilyHeller1,30,31,1,17,30,511,900,37,whorearedrainwhenshegetsbackfromoutoftownit'sgonnabelikeoneofthosegamesandhighlightsmagazinebecauseI'mjustgonnabelikeokayyourememberwhatyourapartmentlookedlikebefore
EmilyHeller1,35,36,1,31,35,931,1050,6,canyouspotthatsixdifferent
EmilyHeller1,39,40,1,36,39,1081,1170,11,Ibrokefiveplatesinoneofthecatsisgone
EmilyHeller1,50,51,1,40,50,1201,1500,38,justgonnatellyoulasttimeIwashousesittingforherIdidsomethingthatIknowforsureyou'renotsupposedtodoinyourhousesittingwhichisImadeasextapeinthe
EmilyHeller1,57,58,1,51,57,1531,1710,7,hearmeoutI'mnotinit
EmilyHeller1,66,67,1,58,66,1741,1980,24,it'snowyouthinkIjustmadeatapeofoneofhercatsjustgoingtoadditwithoneofherwinter
EmilyHeller1,75,76,1,67,75,2011,2250,21,Idon'tevenhavetodirectingusersdoingiteverynightforahalfhourwhilemaintainingeyecontactwithme
EmilyHeller1,89,90,1,76,89,2281,2670,32,I'lltellyouwhatIfindmostdisturbingaboutthatasidefromthefactthatIamanadultandIfilmeditIisthatshe'salsohandsagirlcat
EmilyHeller1,93,94,1,90,93,2701,2790,4,righthe'sgotoptions
EmilyHeller1,108,109,1,94,108,2821,3240,24,mustthatgirlcatfeelthatandeverynighthe'slikelistenIknowthatyouareliterallytheonlyothercatI'veever
EmilyHeller1,112,114,1,109,112,3271,3360,5,stillthinkI'mgoingwith
EmilyHeller1,122,123,1,114,122,3421,3660,20,andIknowthisisinappropriateformetosayasahumanbuthergirlcatisaten
EmilyHeller1,125,126,1,123,125,3691,3750,4,okayherboycat
EmilyHeller1,130,131,1,126,130,3781,3900,9,they'reaclassicLAcoupleitreallyshouldwork
EmilyHeller1,148,149,1,131,148,3931,4440,52,IlovelivinginLAmyfavoriteradiostationhereisK.dayyouguyslikeKatoyeahawesometheyplayalotofninetieshiphopwhichIlovemyonlyproblemwiththatisIamawomanandsometimes%HESITATIONtheytalkaboutuslikewecan'thearthem
EmilyHeller1,164,165,1,149,164,4471,4920,49,Idon'tIstoplisteningsoinsteadI'vejustbeenpretendingthatthesongsareaboutsomethingcompletelydifferentjustlikeandwillfullymisconstruingthelyricslikewhenjuvenileslikegirlyoulookatwhatdon'tyoubackthatthingupI'mlikehe'sprobablytalkingaboutherhard
EmilyHeller1,168,170,1,165,168,4951,5040,8,sheshouldbackthatupshe'sgota
EmilyHeller1,176,177,1,170,176,5101,5280,21,hedoesn'twanthertolosethembecausehecaresabouthercareerthat'snotjuvenileatallthat'sverymature
EmilyHeller1,182,183,1,177,182,5311,5460,14,whensnoopslike****ain'tshitI'mlikeyou'rerightthey'renotthey'revaluable
EmilyHeller1,184,185,1,183,184,5491,5520,0,
ErinFoley,20,21,2,0,20,1,600,60,ifIfindthattobebackhereIlovelivinginCaliforniayoujustfeelhealthierwhenyouliveinthestateofCaliforniatheproblemisofthepeopleofLosAngelestakethehealthylivingtwoextremeswiththecleansesinthejuicesinthewheatgrassintheclimaxandthosepeopledon'tstoptalkingabout
ErinFoley,27,28,2,21,27,631,810,10,Rebeccahowareyougoodgoodreallygoodreallygood
ErinFoley,31,32,2,28,31,841,930,9,thelasttwelvedaysItrusthatapplesjobs
ErinFoley,35,36,2,32,35,961,1050,10,andallthemaplesyrupIwantandIfeel
ErinFoley,40,41,2,36,40,1081,1200,7,Ifeelspirituallyandphysicallyclearsounds
ErinFoley,54,56,2,41,54,1231,1620,51,yearmiraclestorieswellhousesdownforthecountfortwelveeighteentwentyfourmonthsonthecouchandIcouldn'tgetoffthecouchIthoughtthisisitthisisitI'mgonnatakemylastbreathonthiscouchandthenIboughtablenderandnowI'm
ErinFoley,66,67,2,56,66,1681,1980,32,goodgoodtoknowgoodtoknowthatsomeonetostartansweringallmyquestionsErinhowareyousogodyeahIgotsomuchenergyonlygotlikeaflip
ErinFoley,71,72,2,67,71,2011,2130,16,Iaminthemiddleofafortyfivedaymeatjuicecleanseandletme
ErinFoley,75,76,2,72,75,2161,2250,10,thekeyistogettheentireanimalinthe
ErinFoley,82,83,2,76,82,2281,2460,18,thewholecheckandgetitandtheyarethelandtheworldabodyshopinthere
ErinFoley,88,89,2,83,88,2491,2640,14,whateverittakesbecausethevitaminsthebodybeenthereinthebonespeople
ErinFoley,98,102,2,89,98,2671,2940,32,somuchenergyalarmclockwoulduseanalarmclockagainupthreefourhoursbeforethealarmgoesoffsoexcitedbecauseIknowIgottafrozenopackIgotta
ErinFoley,124,127,2,102,124,3061,3720,64,IpersonallyandIchangedmyentiredietaround%HESITATIONsixweeksagoIaftersixhundreddollarsandbloodtestsIturnsoutIam%HESITATIONglutenintolerantIthoughtthisisatrendafadknowitexistsyeahyeahhotforthoseofyouarenotfamiliarwithglutenthatistheingredienttheyputinfoodtomakeadelicious
ErinFoley,136,138,2,127,136,3811,4080,28,it'sineverythingthere'salistoffoodsIcannothavebeerbrandathosearethetworeasonsIgetoutofbedinthemorning
ErinFoley,144,152,2,138,144,4141,4320,8,crackerscookieschipscroissantspizzapastapancakeshappiness
ErinFoley,164,169,2,152,164,4561,4920,21,let'sreviewthelistofcanhavearrowrootbuckwheatricevinegarFaizaflaxmilletTaftquinoatwigsbarkstillwon't
ErinFoley,184,187,2,169,184,5071,5520,36,Iwantthere'samagazinetheygiveyouwhenyouleavethedoctor'sofficetohelpyoutransitionintoaglutenfreelifestylethemagazineiscalledlivingwithoutbigmagazineitcomeswitharazor
ErinFoley,199,200,2,187,199,5611,5970,38,newseverandnowthatI'vebeentalkingaboutandstayedforaboutsixeightweekseightweeksnowinevitablysomeonewillcomeuptomeafterashowandtellmeabouttheirglutenfreelifestyledon't
ErinFoley,204,205,2,200,204,6001,6120,12,I'drathertakeapencilandstabbedmyeyeoutthanhere
ErinFoley,212,213,2,205,212,6151,6360,25,wouldgivehundredaftershowbutwellcoupleweeksagoshecomesuptomeaftertheshowshegetsreallowIdon'tknowwhy
ErinFoley,227,232,2,213,227,6391,6810,49,skinthediskbraillebigeyesandshe'slikeretailershavebeenhavebeengoodfreesincenineteeneightysixandahalfhegotacarefultheydon'tlabelanythingcorrectlyit'sinthesaucewithit'sinthesaladdressinginthisofficesowegetit
ErinFoley,243,246,2,232,243,6961,7290,29,greetedmenowtheonlythinginthisentireprocessthathasmademelaughonalistoffoodsIshouldnothavebecausetheycontainglutencommunion
ErinFoley,254,256,2,246,254,7381,7620,25,unionwaiversonlybreakthisdownI'mCatholiccouldConan'sCatholicmymomistheCatholicschoolteachertryingtogetoutamassmy
ErinFoley,260,268,2,256,260,7681,7800,11,Idon'tfeellikeI'mallergicallergictothebodyof
ErinFoley,279,281,2,268,279,8041,8370,35,outofthereIthinkwhatwepresentsostressfulmakesmesonervousjustonetimeonetimeIwannawalkdowntheaisleBillybunnypriceamenquickquestionIjustdothat
ErinFoley,286,287,2,281,286,8431,8580,9,friendsformedintothebodyofChristdidthe
ErinFoley,289,292,2,287,289,8611,8670,6,issueswhichistechnicallyhisfall
ForrestShaw,8,9,0,0,8,1,240,14,IsoIhaveaterriblehealthinsurancerightnowmycarisbetter
ForrestShaw,14,15,0,9,14,271,420,9,nextIgetsickI'mjustgonnaintoa
ForrestShaw,23,25,0,15,23,451,690,15,crashintoatelephonepoleyoucanandthat'sareyouokayIhaveCrohn's
ForrestShaw,27,29,0,25,27,751,810,9,thishappenedIthinkitwastheairbag
ForrestShaw,31,32,0,29,31,871,930,4,thechangemydiaper
ForrestShaw,44,45,0,32,44,961,1320,37,andsopeopletellmehowtimeIowahealthcareandisintheconstitutionit'snotarightisintheconstitutionyeahIknowthatthat'sbecausehealthcareinthelateseventeenhundredskindof
ForrestShaw,53,55,0,45,53,1351,1590,33,wasnotgoodtheyevenhaveicethat'showbaditwasnicehegotinjuredtheyjusthandyouabagawaterputthatonyourlegawaytothewinner
ForrestShaw,57,60,0,55,57,1651,1710,5,badnewsaswellDino
ForrestShaw,62,63,0,60,62,1801,1860,5,whichisabutthat
ForrestShaw,68,69,0,63,68,1891,2040,6,someterriblehealthandthankyou
ForrestShaw,74,82,0,69,74,2071,2220,18,andIliveinLAaboutayearandahalfnowI'vedevelopedaconditionknownas
ForrestShaw,84,87,0,82,84,2461,2520,6,wellthat'soneKearnyasideUS
ForrestShaw,93,94,0,87,93,2611,2790,15,lotofGujarat'syeahit'satoughonethroughit'severywhereallofitslegal
ForrestShaw,103,104,0,94,103,2821,3090,34,isdrivingyourcarandgettheworstfoodforyouandandbartenderstheycancutyouoffyougottomuchtodrinktheyshouldhavethatsamepoweratfastfood
ForrestShaw,110,111,0,104,110,3121,3300,20,orderacheeseburgeryoupullaroundofthewindowtheguytherejusthasalongstickonwhatmarkings
ForrestShaw,113,115,0,111,113,3331,3390,5,slowlypushesthatinyour
ForrestShaw,117,119,0,115,117,3451,3510,4,iritishereappleslices
ForrestShaw,121,126,0,119,121,3571,3630,8,wealmostlostthestickonthatone
ForrestShaw,134,135,0,126,134,3781,4020,31,Idon'tmakegoodchoicesagainagroceryshopprobablyit'showbaditisstartsoffgoodroundsbutfruitsandvegetablesinthecardI'mgonnaturnthislife
ForrestShaw,137,139,0,135,137,4051,4110,7,Igettotheregisterthat'scovered
ForrestShaw,150,163,0,139,150,4171,4500,29,needtoredesigngrocerystorespeoplelikemenowillpowerkeeptheproducesectionthesamewideopenwideaislestheworseatthefoodgetsyouthe
ForrestShaw,166,168,0,163,166,4891,4980,14,totheicecreamsectionatthiswhygetsomesortofcrossthat
ForrestShaw,170,173,0,168,170,5041,5100,8,wenowknowfromthestoreaskinny
ForrestShaw,175,176,0,173,175,5191,5250,3,kidsandhe
ForrestShaw,178,179,0,176,178,5281,5340,3,threebagsyour
ForrestShaw,187,188,0,179,187,5371,5610,15,startingorganicfoodnowintoaplacethatsellsorganicfoodandrealizeyoucan't
ForrestShaw,191,192,0,188,191,5641,5730,9,yourmillionoryoucanjustlookaroundlike
ForrestShaw,194,196,0,192,194,5761,5820,5,wegothesalaryexhibit
ForrestShaw,197,198,0,196,197,5881,5910,6,outaloantogeta
ForrestShaw,199,200,0,198,199,5941,5970,2,saveenough
ForrestShaw,215,220,0,200,215,6001,6450,39,they'remakingusmakedecisionsonourhelpbasedonmoneywasenoughtodothatbutthat'snowalrightandgetorganicgrapesfortwentydollarsorIgetthegrapesaredonninetyninespraywithpoison
ForrestShaw,221,222,0,220,221,6601,6630,2,thatcome
ForrestShaw,223,224,0,222,223,6661,6690,2,moderateshim
ForrestShaw,229,230,0,224,229,6721,6870,17,nowafriendonthereandsomeofthevinegaryeahthatmakesfruittastesgreatthanks
ForrestShaw,231,233,0,230,231,6901,6930,5,sothatcaseinmy
ForrestShaw,238,247,0,233,238,6991,7140,15,Iknowwhyorganicfoodcostsmorethantheydonothingtoitwhywould
ForrestShaw,256,261,0,247,256,7411,7680,28,yeahthroughthat'sbadnewslikepesticidesherbicidesbestshereadaharvestthatorganicfoodI'msuretheyjustplainandthenithitmetakeSaddam
ForrestShaw,264,265,0,261,264,7831,7920,12,putsavirtuallyontheretomakethatsmellrightthey'regonna
ForrestShaw,271,272,0,265,271,7951,8130,21,Ithinkit'samoneythingbuttobehonestIhaveamilliondollarswouldnotstartmakingthecorrect
ForrestShaw,276,277,0,272,276,8161,8280,17,organicfoodwouldnotbemyfirststopandprobablygotoastripclubfortwo
ForrestShaw,279,281,0,277,279,8311,8370,4,allthesedancersfree
ForrestShaw,282,288,1,281,282,8431,8460,4,nowit'sina
GaryGulman1,5,7,0,0,5,1,150,13,Ijustwantedto%HESITATIONrecommendadocumentarytoeveryoneandthenminimum
GaryGulman1,24,26,0,7,24,211,720,64,aboutthe%HESITATIONit'saboutthemanandonewomanwhoabbreviatedallfiftystatesdowntotwolettersallyouallyouhavetoknowforthisisthatwehavefiftystatesinAmericaandtheyeachhaveatocapitalletterabbreviationbutthatthatwasn'talwaysthecaseuntilIwanttosaynineteenseventythreeandsoIwill
GaryGulman1,37,39,0,26,37,781,1110,30,nineteenseventythreeeverystatehaditsownlengthofabbreviationanditwaschaoslikeMassachusettswasM.assetsperiodFloridawasF.L.A.youtaughtwasUtah
GaryGulman1,48,49,0,39,48,1171,1440,32,justdroptheH.notmuchwhenabbreviationbutthenthepostofficeandknoweverystatehastendedtocapitalandabbreviationsandsotheyconvenedacracksquadofradiators
GaryGulman1,53,55,0,49,53,1471,1590,11,assembledaragtagoutfitofroguesmisfitsandne'erdo
GaryGulman1,56,58,0,55,56,1651,1680,2,dowell
GaryGulman1,69,71,0,58,69,1741,2070,46,didwellandtheywerechargedwithrevealingallfiftystatesdowntotwolettersnowIreadthisdescriptionofthedocumentarymuchlikeyouthoughttomyselfhowtheygonnamakeaninetyminutedocumentaryaboutataskthatcouldhavetakenmorethan
GaryGulman1,73,74,0,71,73,2131,2190,3,boywasI
GaryGulman1,78,79,0,74,78,2221,2340,12,anadventureupsanddownsinsandoutsfriendsbecameenemiesenemies
GaryGulman1,83,84,0,79,83,2371,2490,17,startofftheythoughtwasgoingtoeasybecauseAlabamaloadthemintoafalsesenseof
GaryGulman1,87,88,0,84,87,2521,2610,5,AlabamaALholycrapthis
GaryGulman1,92,93,0,88,92,2641,2760,13,whatwe'regonnafinishbeforetheystopservingbreakfastinthehotelrestaurant
GaryGulman1,103,109,0,93,103,2791,3090,35,thebosssaidguysifwefinishbeforetheystopservingbreakfastpracticesonmethenoneguysaidIhopethatanomelettestationjustjustforcontextjahmalstationhadjustbeeninvented
GaryGulman1,115,117,0,109,115,3271,3450,26,andthisotherguysaidyouknowI'mnotI'mnotcomfortablewiththeomelettestationbecauseIIfeelliketheonlychefpresentsyou
GaryGulman1,120,122,0,117,120,3511,3600,17,youwanttobethearmwouldshiftthewaydreamsofbeingonthechapwho
GaryGulman1,125,128,0,122,125,3661,3750,12,counseltogivingtheordershe'stakingtheordersfromyourstupid
GaryGulman1,130,132,0,128,130,3841,3900,7,Ithinkoneday'sgonnasnapon
GaryGulman1,135,136,0,132,135,3961,4050,15,menlikewhatitwantedtojustgeteggsBenedictandsoIdon'tlike
GaryGulman1,137,139,0,136,137,4081,4110,2,couldyou
GaryGulman1,141,142,0,139,141,4171,4230,5,yeahwhyarebecauseit's
GaryGulman1,147,149,0,142,147,4261,4410,23,thenthebosssaidarmedguysIhatetobeanudgebutcouldwegetbacktobringinthestateswe
GaryGulman1,155,162,0,149,155,4471,4650,17,apologiesweremadeinunderstandingwasreachingupactualbreedintheysaidwhat'sactuallysaidAlaska
GaryGulman1,169,175,0,162,169,4861,5070,19,onemansheepishlyraiseshandsensorIcanmenusthatonebeforeashoreI'mprettysurelet'scheckthe
